stamp,person_id,c_h,c_r,M,pos_x,pos_y,pos_z,roll,pitch,yaw,is_target,bbox_u,bbox_v,bbox_w,bbox_h
1777790432.017566,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.250893,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.250893,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.250893,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.250893,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.250893,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.250893,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.417581,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.417581,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.417581,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.417581,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.417581,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.417581,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.584213,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.584213,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.584213,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.584213,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.584213,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.584213,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.750900,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.750900,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.750900,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.750900,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.750900,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.750900,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.950897,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.950897,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.950897,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790432.950897,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790432.950897,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790432.950897,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.050895,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.050895,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.050895,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.217564,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.217564,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.217564,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.317572,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.317572,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.317572,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.417608,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.417608,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.417608,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.517584,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.517584,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.517584,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.584236,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.584236,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.584236,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.684218,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.684218,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.684218,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.784221,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.784221,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.784221,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.784221,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.784221,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.784221,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790433.984229,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790433.984229,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790433.984229,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.050915,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.050915,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.050915,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.050915,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.050915,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.050915,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.217556,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.217556,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.217556,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.217556,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.217556,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.217556,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.350904,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.350904,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.350904,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.417572,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.417572,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.417572,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.617580,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.617580,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.617580,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.617580,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.617580,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.617580,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.784218,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.784218,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.784218,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.884247,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.884247,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.884247,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.884247,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.884247,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.884247,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.984231,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.984231,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.984231,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790434.984231,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790434.984231,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790434.984231,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.150910,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.150910,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.150910,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.250897,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.250897,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.250897,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.250897,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.250897,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.250897,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.417579,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.417579,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.417579,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.517605,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.517605,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.517605,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.517605,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.517605,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.517605,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.684233,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.684233,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.684233,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.784221,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.784221,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.784221,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.950915,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.950915,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.950915,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790435.950915,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790435.950915,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790435.950915,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.050894,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.050894,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.050894,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.050894,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.050894,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.050894,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.250898,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.250898,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.250898,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.317553,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.317553,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.317553,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.550896,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.550896,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.550896,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.550896,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.550896,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.550896,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.750888,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.750888,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.750888,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.817566,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.817566,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.817566,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.917558,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.917558,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.917558,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.917558,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.917558,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.917558,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790436.917558,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790436.917558,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790436.917558,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790437.084235,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790437.084235,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790437.084235,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790437.084235,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790437.084235,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790437.084235,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
1777790437.250893,0,0.957781,0.921326,0.882428,0.4137,-0.1307,1.0280,-155.477,63.482,-157.741,0,544,163,105,117
1777790437.250893,1,0.557288,0.891941,0.497068,-0.4673,-0.2341,1.0310,-165.796,60.748,-154.425,1,56,106,97,99
1777790437.250893,2,0.825634,0.999247,0.825013,0.0417,-0.0224,1.2190,-14.633,57.792,-12.004,0,334,225,77,98
